Total,NaturalReturn,SHNaturalReturn,SZNaturalReturn,StrategyReturn,AnnualReturn,MaxDrawdown,SharpRatio,Trades Count,WinRatio
10663.475999999999,1.304731962715901,0.8509329989573086,1.787245779537869,0.06423935139076473,0.03365900760833126,0.30513433245757043,1.1851965709025163,20,0.4
