Total,NaturalReturn,SHNaturalReturn,SZNaturalReturn,StrategyReturn,AnnualReturn,MaxDrawdown,SharpRatio,Trade,WinRatio
10663.475999999999,130.4731962715901,85.09329989573085,178.72457795378688,6.423935139076472,3.3659007608331257,30.513433245757042,1.1851965709025163,20,0.4
